calc_time,funding_interval_hours,last_funding_rate
1665244800000,8,0.0001
1665273600000,8,0.0001
1665302400000,8,0.0001
1665331200000,8,0.0001
1665360000000,8,0.0001
1665388800000,8,0.0001
1665417600000,8,3.461e-05
1665446400000,8,4.763e-05
1665475200000,8,8.408e-05
1665504000000,8,-1.671e-05
1665532800000,8,-5.03e-06
1665561600000,8,4.24e-06
1665590400000,8,7.931e-05
1665619200000,8,7.201e-05
1665648000000,8,3.07e-06
1665676800000,8,-0.00013058
1665705600000,8,-0.00018272
1665734400000,8,8.612e-05
1665763200000,8,0.0001
1665792000000,8,-1.024e-05
1665820800000,8,6.8e-07
1665849600000,8,-3.38e-06
1665878400000,8,-9.47e-06
1665907200000,8,-2.466e-05
1665936000000,8,5.78e-06
1665964800000,8,-9.203e-05
1665993600000,8,0.0001
1666022400000,8,1.6e-05
1666051200000,8,-1.402e-05
1666080000000,8,3.307e-05
1666108800000,8,9.564e-05
1666137600000,8,-1.598e-05
1666166400000,8,7.893e-05
1666195200000,8,0.0001
1666224000000,8,-2.687e-05
1666252800000,8,5.271e-05
1666281600000,8,8.423e-05
1666310400000,8,-0.00036159
1666339200000,8,-9.472e-05
1666368000000,8,2.171e-05
1666396800000,8,-0.00026071
1666425600000,8,-6.9e-05
1666454400000,8,4.992e-05
1666483200000,8,4.347e-05
1666512000000,8,0.0001
1666540800000,8,7.229e-05
1666569600000,8,4.143e-05
1666598400000,8,9.372e-05
1666627200000,8,-7.26e-06
1666656000000,8,-7.124e-05
1666684800000,8,7.172e-05
1666713600000,8,-2.259e-05
1666742400000,8,-8.754e-05
1666771200000,8,0.0001
1666800000000,8,9.519e-05
1666828800000,8,-6.788e-05
1666857600000,8,5.573e-05
1666886400000,8,6.866e-05
1666915200000,8,-0.00016049
1666944000000,8,3.616e-05
1666972800000,8,5.489e-05
1667001600000,8,-4.716e-05
1667030400000,8,0.0001
1667059200000,8,0.0001
1667088000000,8,7.638e-05
1667116800000,8,0.0001
1667145600000,8,2.45e-05
1667174400000,8,1.148e-05
1667203200000,8,8.052e-05
1667232000000,8,8.34e-06
1667260800000,8,-0.00014557
1667289600000,8,0.0001
1667318400000,8,0.0001
1667347200000,8,-3.503e-05
1667376000000,8,2.174e-05
1667404800000,8,-3.512e-05
1667433600000,8,-0.0001634
1667462400000,8,9.71e-06
1667491200000,8,0.0001
1667520000000,8,-6.566e-05
1667548800000,8,9.885e-05
1667577600000,8,0.0001
1667606400000,8,8.024e-05
1667635200000,8,0.0001
1667664000000,8,0.0001
1667692800000,8,7.624e-05
1667721600000,8,0.0001
1667750400000,8,0.0001
1667779200000,8,9.937e-05
1667808000000,8,0.0001
1667836800000,8,0.0001
1667865600000,8,-2.834e-05
1667894400000,8,-7.193e-05
1667923200000,8,3.893e-05
1667952000000,8,-0.00097604
1667980800000,8,-0.00018186
1668009600000,8,-8.657e-05
1668038400000,8,-0.00139438
1668067200000,8,-0.00124821
1668096000000,8,-0.00021686
1668124800000,8,-0.00028033
1668153600000,8,-6.744e-05
1668182400000,8,0.0001
1668211200000,8,6.316e-05
1668240000000,8,1.951e-05
1668268800000,8,6.128e-05
1668297600000,8,-5.906e-05
1668326400000,8,-8.225e-05
1668355200000,8,-2.218e-05
1668384000000,8,-9.3e-06
